reporter	gene	a15234.R	a15234.G	a15235.R	a15235.G	a15236.R	a15236.G	a15237.R	a15237.G	a15238.R	a15238.G	a15239.R	a15239.G	a15240.R	a15240.G	a15241.R	a15241.G	a15242.R	a15242.G	a15243.R	a15243.G	a15244.R	a15244.G	a15245.R	a15245.G	a15246.R	a15246.G	a15247.R	a15247.G	a15248.R	a15248.G	a15249.R	a15249.G	a15250.R	a15250.G	a15251.R	a15251.G	a15252.R	a15252.G	a15253.R	a15253.G
PU09199	C063P50	6961.5	8149.5	12031	11349	1087.5	2012.5	691.5	1468	6855.5	6963.5	12835.5	9312	1032.5	1789	1418	1940	10063.5	9625.5	8408.5	8905.5	1099	1312.5	740	1043	10144	7919	1388	1205.5	1535	1038.5	566.5	550.5	11462.5	11236.5	1423	1913.5	987.5	1036.5	771	945.5
PU09385	C062P53	9052.5	10491.5	20083	17244.5	287.5	637	278	672.5	8349.5	7902	19370.5	12005.5	223	459	435.5	736	13281	11021	9907	10167.5	202	163	221.5	179.5	14282	9726.5	337	169.5	407.5	171.5	66.5	54	16724	13705.5	329.5	972	264.5	583.5	163.5	532.5
PU09193	C062P31	373	693	910.5	1066.5	1787.5	3196.5	1119	2650.5	431.5	671.5	412.5	305.5	1323	2413.5	2379.5	3809.5	591.5	961	305.5	463	1311	1086	1243	1054.5	370.5	266.5	2148.5	1130	2313.5	829.5	720.5	359.5	616.5	847	2518	4430.5	1287	1817	943.5	1933.5
PU09019	C040P32	1959.5	2224.5	4559	4307	119	172.5	131	367	2156	2117.5	3371.5	2464.5	195	331	318.5	335.5	3326	3010.5	2464.5	2776.5	259	323.5	84	179	2647.5	2331	231	375.5	361.5	363	58	144	3021.5	3023.5	341.5	931	336	516	113	281.5
PU08828	C040P19	61	151	433.5	505.5	1120.5	1682	715.5	1316.5	96	212.5	220	211	1077.5	1694	1521	1663.5	193	388	108.5	210	1018	981.5	793	857.5	137.5	123	1272.5	1037.5	1609.5	900.5	648	533.5	279	556.5	1317.5	2887.5	835.5	1422.5	734	1454
PU09013	C039P19	8340	9442.5	16732	14179.5	418	376.5	253	107.5	8237.5	7679	14064.5	9619.5	429	329	571	211.5	10027.5	10027	9078.5	10022	384	540.5	293.5	431	11683	9581	495	1249.5	655.5	1043.5	271.5	686.5	11808	11353.5	567.5	2323	342.5	1168.5	304	1344.5
PU08822	C039P10	439.5	639	1153	1412	4924	7295.5	3611.5	5932.5	571	936.5	630.5	739.5	4642	7731	6801.5	7558.5	772.5	1266.5	488.5	878	4718.5	6385.5	4176	5902	574	557.5	5491	4095.5	6898	3712.5	2748.5	2027.5	757	984	6116	6466	3496.5	2799	3937.5	3814.5
PU09007	C038P07	24048	28542	36874.5	38820.5	0	8.5	0	38.5	22715.5	22539.5	36461	27921	0	17	26.5	52.5	35930.5	31915	24932	27734.5	0	24.5	0	17	30486	26313.5	15.5	76.5	0	38.5	0	3.5	29012	30332.5	12	115	6.5	111.5	0	31
PU08816	C037P68	11382.5	12277.5	21025.5	18512.5	742	1472.5	479	1006	10865	10639.5	19867	13565.5	819.5	1428	1188	1322.5	18245	13986	12503.5	13423.5	672	805.5	578.5	705.5	15432.5	12119.5	959	701.5	1228.5	594.5	397.5	203	17117	15642	1135	2593	563	994.5	530	1180.5
PU09001	C036P42	1785	2039	3534.5	3690.5	484	933.5	281.5	716	2022	2048	2670	1993	444	900	825	894	3111.5	2780.5	2044	2481	430.5	449	343	408.5	2305	1793	535.5	534	711	464.5	180.5	167.5	2346	2430.5	666	941	326	374.5	292.5	449
PU08810	C036P24	43885.5	49031.5	60514.5	62172.5	827.5	1267.5	600	1120.5	43870.5	44521.5	62990	50917	808.5	1297	1419	1281	57485	52922	43692	50437.5	820	994	709.5	954	49215	44222.5	1113	1346.5	1287.5	1207	495	615	57572.5	58010	1408	2575	627.5	1054	636.5	1276.5
PU08637	C018P73	5932.5	7180	12420	12187.5	5774.5	10072	3505	12085	6879.5	7003	8394.5	6617	5202	8996.5	8588.5	16169	9852.5	9087.5	6836.5	7854	4668.5	3574.5	4166.5	3480	7554.5	5384.5	7092.5	2080.5	8263.5	1672	3251	856	8010.5	7479.5	8397.5	2995	3701.5	1223	3939.5	1327.5
PU08445	C018P65	852	1396.5	2684	2939.5	118.5	309	74.5	311	1380	1868.5	692	505.5	99.5	210	277	374	1469	2057.5	903	1260.5	66.5	87	55	109	878	715	182	368.5	187	286	0	64.5	820.5	928.5	139.5	254.5	81	110.5	23.5	96.5
PU08631	C017P37	19200	21566	29978.5	25868	20.5	106.5	66.5	191.5	18540.5	17218.5	16271.5	13396	41.5	106	50.5	122.5	23618	21485.5	18549	20145.5	13	80.5	21.5	90.5	22560	16525.5	44.5	112	36	56.5	0	16.5	20022.5	20275.5	49	113.5	33.5	132	4	88
PU08439	C017P26	43627	53844	56717.5	61675	210	574	147	414.5	36712	38894	58284.5	44254	171	384	422	570	48188	47465	36475	43135.5	229	262.5	204.5	260	47572.5	41715.5	294.5	271.5	243	152	28	50.5	47554	48674.5	347	523	161.5	270	78.5	199.5
PU08625	C016P13	599.5	898.5	1417	1401	291.5	681.5	217	629	842.5	1129.5	565.5	385.5	370.5	923.5	420.5	501.5	914.5	1232	587	784	385.5	380.5	172	231	626	521	343.5	337	398.5	317.5	95.5	95.5	612	781.5	463.5	905.5	361.5	521	155.5	257
PU08433	C015P77	856	1198.5	2104	2532.5	5742	7342.5	3725.5	6113.5	1181.5	1566	1178.5	1152.5	5654	7312.5	7977	8439	1378.5	1972	969	1437	4886	4711	4120.5	3997.5	1216	1037	6868	7181	8033	6018	3726	3952.5	1374.5	2045.5	6269	10823	3415	4558	4046.5	6379.5
PU08619	C014P43	5399.5	6155	10442	9000	1046	1593.5	720	1290	5629	5457.5	7893.5	5108	1007.5	1589	1409.5	1575.5	5996	6486	5039.5	5369.5	938.5	1110.5	775	1012.5	6180	4688.5	1251	1554.5	1406.5	1304.5	527	691.5	7334	6690.5	1309.5	1479.5	741.5	730.5	598.5	666.5
PU08427	C014P26	14042	15272.5	27331.5	21853.5	386	637.5	341	765	14975	13394	18543.5	14382.5	418.5	604.5	623.5	661.5	19081.5	17146.5	15839.5	16069	344	418.5	243.5	373	15770	12475	453.5	346	604	365	114	75.5	17205	16514.5	560	1224	354	527	208.5	491.5
PU08261	G132P81	322.5	254.5	736	507.5	1285	1190.5	1186	967	363.5	364	589.5	414.5	1462	1428	1895	988.5	674.5	937.5	415.5	727.5	1271	1893	909	1450	470.5	581.5	1145	2529.5	1551.5	2309	674.5	1503	675	949	1252.5	2598.5	1117	1404	861	1265
PU08081	G132P71	60.5	143	325.5	335	1291	1045.5	935.5	969.5	66.5	141.5	215.5	138	1372	1121	1826	1279	295	372	99.5	198	1297.5	1197.5	862.5	855	190.5	240	1218.5	2304.5	1577	2033.5	674.5	1410	313.5	677.5	1566	3845.5	956	1915.5	869	2199
PU08256	G132P02	62.5	101	255.5	325	1407	1722	668	1048	66.5	175.5	234	134.5	1110	1365	2117.5	1516.5	292.5	421.5	63.5	181.5	1001.5	1084	942.5	1027	158	212.5	1428	2107	1770.5	1739	671.5	897.5	245.5	582.5	1856.5	4662	737.5	1604.5	798.5	2229.5
PU08076	G131P66	82.5	156.5	325	434.5	1173	1553	767	1211.5	129.5	271.5	273	161.5	965	1246	1792	1539.5	335	442.5	115	195	886.5	740.5	875.5	749	223.5	199	1285	1277.5	1546	1032	585	516.5	401	1047.5	1703.5	5253.5	659.5	1734.5	721.5	2303
PU08250	G130P42	121	230.5	464	463.5	134	351	68	448.5	81.5	134	373.5	222	178.5	322	331	601	301	367	133.5	161.5	94	133.5	72.5	91.5	241	172	129	149	161.5	76.5	9	37.5	243.5	334	195	110	89.5	86.5	48	54.5
PU08070	G130P31	213.5	573.5	791	1395.5	2079.5	5089	1625.5	4549	397.5	805	603	893	2627.5	5595	2955.5	4733.5	560	1023.5	323	657.5	2872.5	2753.5	2107.5	2060.5	519.5	234.5	2882.5	1324	3657.5	1115	1521.5	565	725	499	3082	2067.5	2376	1039	1990.5	989
PU08244	G129P52	1967.5	2940.5	4758	5043.5	15320.5	32630.5	11388	16958.5	2553	4340	3840	4796	12904.5	28825.5	20633	21146	3604	6385.5	2591.5	4894.5	13096.5	20402	11809.5	18539	3334	1892	19087	7379	22634	6169.5	9066.5	3230	4803	3940	21830	10183	12195	4517.5	11122	4793
PU08064	G129P24	390.5	995.5	1136.5	1875.5	3315.5	7520.5	2285	6847	553.5	1176	752	1120.5	2467	5723	4265	9087.5	868.5	1270	445.5	717.5	2627.5	1481.5	2661	1743	584	146	3765.5	820.5	4119	530.5	1345.5	268	861.5	537	4089	1642.5	2248	751	1860.5	729.5
PU07893	G118P48	3209	4613.5	6427	7522	867	1415	542.5	1155	3669	4373.5	4540.5	4647.5	786.5	1253	1151.5	1450	4940	5631.5	3997	5244.5	762.5	705.5	640	616.5	3783	3757	1067	911.5	1193.5	713	508.5	414	2843	3979.5	1103.5	1828	521	728	611.5	901.5
PU07701	G118P29	31	95	224	196.5	867	919.5	604	551	28	98.5	111	42	874	843.5	1250.5	706	133.5	370.5	14.5	77.5	707	885.5	647	807	107.5	152.5	850.5	1146	1097.5	1206.5	441.5	622.5	177	542.5	1189	4143.5	674.5	1810	389.5	2189.5
PU07887	G117P40	2010	2513	4861.5	5213.5	5626	7118	4629	5893	2678.5	3464.5	2585	1983.5	5115.5	7432	7675	6461.5	3406.5	6000.5	1791	3568.5	3971	6328	3967.5	5618	2960	4750.5	2535	4406	2593.5	3479.5	1448.5	2502.5	2111	2140	5323.5	2124	2987	882	2872.5	1686.5
PU07695	G117P28	427	607	1225	1464	4321	6778.5	3014	4528.5	595	1052.5	844	1083	4222	6804.5	5786.5	5486	1035.5	1828.5	474	1052.5	4005.5	5074	3199	4254	811	810.5	5004	5472	5564	4621	2330	2592	919	1116.5	4594	5313.5	2519	2179.5	3008	2950.5
PU07881	G116P49	1455.5	2194.5	2943	3726.5	11697.5	17586.5	9733	13419.5	1916	3259.5	2522	2600	11477	17005	17412	15817.5	3366.5	4488	1375.5	2292.5	11798	12897	10035	11550.5	2223	1726.5	14942	11010	16459.5	9839	7707	5889.5	2407	3809	14720.5	23181.5	7409	9349.5	8914.5	13246
PU07689	G116P26	13680.5	17313.5	24695.5	24270	6	33.5	42	56	14525	14863	20608	16217.5	72	141.5	148	74.5	23316	19103	14924.5	17297	41	120.5	10	84	17414	14876.5	47	205.5	23.5	116	0	82.5	15644	16763	26.5	159	43	92.5	2.5	86
PU07875	G115P52	554.5	564	1553	1430.5	10007	10348.5	7101.5	6003	836.5	1058	1050.5	1058	9971	10283	14889	7710.5	1526.5	2031.5	827.5	1439	9789.5	9907.5	7590.5	8429.5	1296	2133.5	10631	25801	13180	22559.5	6245.5	14288	1614	1497.5	11956.5	9421	6853	3810	7051.5	4940.5
PU07683	G115P39	484	841.5	1225	1497	8068.5	13193	5259	9694.5	660	1133	1075.5	1233	6994.5	11788	11791.5	11744.5	1077	1594	540.5	974.5	6919	8171.5	6357.5	7617	792.5	776	8914	8203	11056	7418.5	4737.5	4074	1041.5	1315	10103.5	12826.5	5303	5149.5	5658	6437.5
PU07509	G105P36	421.5	914	1123.5	1516	4971	9333.5	3520.5	7583	536	968	957	1160.5	5367	9545	7496.5	9258.5	838	1372	542	978	5217	5363	4406	4500	821.5	602	6488	4682.5	4542.5	2288	3719	2419	1150	1880.5	8260.5	11518.5	4972	5342	4258	5885.5
PU07317	G105P18	298	431	947	917	2395.5	3251	1642.5	2311.5	447	682.5	693	648	2393.5	2891	3449.5	2717	667.5	1373	430.5	915	2198	3231.5	1794	2801	663.5	761.5	2589.5	4074.5	2898.5	3320.5	1154.5	1962.5	769.5	999.5	3021	4052.5	1933	1797.5	1756	2143.5
PU07503	G104P40	840.5	1107.5	1877.5	2033	3369	4215	2464	3163	1064	1506.5	1669	1434	2925	3425	4135.5	3318.5	1749	2451.5	1003.5	1849.5	3102.5	3663.5	2740	3479	1564	1508.5	3599	5249	3981.5	4052.5	1614	2314	2142	5480.5	3994.5	16942	2383	7520	2239	8588.5
PU07311	G104P28	4375.5	7459	6451.5	8244	22867.5	27898	18199.5	30321	4743	5668	7778	6944.5	27095	33392	25728	29594	7520.5	7159.5	4959	6460	29757.5	22101	21584	15698	6456.5	5109	35251.5	22393.5	44370.5	21141	19369.5	11918	7701.5	10715	31870	54436.5	26983	33486	16929.5	26644.5
PU07497	G103P46	21471.5	27296.5	35055	36627	748	1770.5	525	1405.5	21554.5	22527	32761	25767	761	1745	1050.5	1531	25328.5	25543.5	21604.5	25665.5	720	924	637.5	795.5	25042.5	24122	933.5	453	1033	385.5	399.5	192	25186.5	28750	1068	263.5	492	131.5	483	142.5
PU07305	G103P28	117.5	234.5	392.5	445	760	1508.5	504.5	1223.5	160.5	201.5	234.5	137	727.5	1408.5	1027.5	1510.5	229	398.5	98	193.5	759	825	607.5	725.5	210.5	184	842.5	695	903.5	597.5	400	347	320	448	989.5	1254	496	519.5	318.5	597.5
PU07491	G102P46	184.5	293	564.5	811	1468	1866.5	891	1355.5	226.5	404	318.5	225.5	1190.5	1618.5	1848.5	1646	414	723	233.5	496	1193.5	1190.5	1072	1140.5	474	373	1475.5	1387	1626	1142	730.5	617	475.5	986.5	1714	3223	724.5	1138	608	1665.5
PU07299	G102P27	526.5	1247	1894.5	2330.5	1145.5	2221.5	885	2239	992.5	1333.5	634	584	1316.5	2596.5	1533	2433.5	1651	1980	910	1298	1299	1544	842.5	1152.5	1064.5	1029	1247.5	890.5	1588	683	581	365	1215	1388.5	1319.5	1065	882	448	760.5	545.5
PU07125	G092P20	160	254	862	957	3345	6353.5	2424	2776	464.5	901	350	374.5	3146.5	5803.5	4455	3374.5	929.5	1547	421.5	1103.5	3025.5	6047.5	2505	5774.5	500	543.5	3560.5	3921	4079.5	3156.5	1947	1965.5	540	528	4136.5	2649.5	1972	910	2212	1278.5
PU06933	G092P14	1568	1065.5	3874.5	2287	22661	13806.5	18249	7690.5	2040.5	1994	1752	1036	23871	16031	33299.5	8426	3636.5	4051	2106.5	3114	22139	19459	17596.5	16387	2801	4830.5	19656.5	43752.5	25930	40563	12651.5	27092	3304.5	7038	22420.5	49313.5	15347.5	30831	14749	36023
PU07119	G091P34	515.5	938	1273	1691	4935.5	14664.5	4492	7918.5	772.5	1918	863	1878.5	5815.5	15052.5	8601.5	8656.5	1288.5	2369	665.5	1665	5982	8933.5	4880	8070.5	958.5	458.5	7734	1963	8578	1519	4453	1075.5	1102.5	870.5	6014	3135	5010	1923.5	4974.5	2069.5
PU06927	G091P25	1089.5	513.5	2356.5	1083.5	11322	6734.5	9621	2615.5	1341.5	1197.5	2293	1450.5	12727.5	7362.5	21829.5	3116.5	2639.5	3468.5	1216.5	2245	13627.5	12907	10390.5	10003.5	1531	4004.5	11958	34259.5	14584	30619.5	7327.5	19443.5	2518	4579.5	17521.5	32591	9474	14453.5	9085	16210.5
PU07113	G090P67	2	68	220.5	263	946.5	1607	699	1430.5	26.5	148	209	108	975.5	1446	1481.5	1616.5	143	396	9	156	901.5	1274	802.5	1252.5	106.5	100	1133	1286	1126	931	496.5	576	167.5	272.5	1471.5	1847.5	677	788	671	1153.5
PU06921	G090P60	526	923	1266	1501	5344	9562.5	3959	6513	621.5	1119.5	1095	1331	5689	9656.5	7416	7118.5	1000	1911.5	494.5	1103	6245.5	8810.5	4545.5	7008	940	742.5	7063.5	5832.5	7163.5	4251	3656	2825.5	1076	1713.5	7822.5	12929	5112	6007	4267	6042.5
PU07107	G090P04	0	21.5	0	665	0	75	4.5	126.5	0	20	17	0	16	116.5	64	136.5	0	150.5	0	22	1	46.5	8	51	15.5	41	47	69	6	22	0	8	0	98	82	89.5	8	30.5	0	44
PU06915	G089P94	0	0	0	0	0	2	0	0.5	0	0.5	0	0	0	0	0	5	0	34	0	0	0	10	0	0.5	0	1.5	0	36.5	0	0.5	0	0.5	0	18	0	7.5	0	0.5	0	0
PU06741	G080P54	355	408.5	1101	1042.5	4990	7629.5	3120	3542.5	615.5	819	788	732	4595	7275	6674	4345.5	765.5	1352.5	459	879	4160.5	4593.5	3704	4158.5	662.5	1043	5360	6175	5612	4561	2811	3349	680.5	894	5640.5	8809	2884.5	3452	3341.5	4535.5
PU06549	G080P45	352	474.5	1015	1126.5	4070	3896	2485.5	2687.5	552.5	669	779	653	3887.5	4046	5543.5	3350.5	873.5	1630.5	581	1073	3534.5	4786	2921.5	4031.5	893.5	1231	4582	8527	5560.5	7766.5	2356.5	4877	885	1242	4579.5	5577.5	2530.5	2352.5	1992	3036.5
PU06735	G079P86	446.5	690.5	1318.5	1583.5	4826.5	7953	3390	5308	634.5	1136.5	973.5	1186	4682	7723	6571	6204	940.5	1635.5	555	1084	4568	5507	3826	4672	898	818.5	5576.5	4662	6634.5	4236	3010.5	2601.5	944	1206	6451	7649.5	3029	2928.5	2469.5	3657.5
PU06543	G079P74	13523.5	15700	21132.5	20731.5	2157.5	3555	1568.5	2308	13237	13951.5	17464	13691	2111.5	3742	2991	2886.5	18643.5	17294	14088	16300.5	2189.5	2723	1490.5	2013	15510	13031	2546	2721	3101	2306	1157.5	1242	13784	15195	2752.5	2241	1303.5	870	1385	1115.5
PU06729	G079P09	14667.5	18267.5	22976	22270	776	1462.5	537.5	1510	15130	15309.5	20142.5	15143.5	677.5	1411.5	996	1865.5	23224.5	18487.5	15112.5	16905	688	482	563	470	16454	14246.5	764	310	1080	246.5	324.5	66.5	15176	16176.5	843	1056.5	461	365.5	453	435
PU06537	G078P94	0	16.5	22.5	7	0	12.5	13.5	32	0	40	48	0	0.5	23.5	52.5	53.5	17	101.5	0	21	4	88.5	0	55.5	5	53.5	12	138.5	0	70.5	0	26	17	98	8	50	0.5	24.5	0	36.5
PU06723	G078P16	14598	16703	27440.5	25654.5	3631	3911.5	2384.5	1970	15713	14792	27032.5	18720	3312	3578.5	5355.5	2423.5	24338	19628	13330.5	17516	3223.5	4325.5	2685.5	3758	19399	16550.5	3891.5	9862	4944.5	8907.5	2016	5191	19514.5	19097.5	4682.5	1054.5	2370	429	2439.5	484
PU06531	G077P92	266	408	775.5	858.5	3768.5	5848.5	2558	3403.5	348	626.5	608.5	600.5	3589.5	5545	6528	4673.5	891.5	1286	380.5	959.5	3509.5	5621.5	3253	5284.5	634.5	690.5	4606.5	7202.5	5841.5	6132.5	2416	3632.5	781	769	5336.5	3388.5	2681.5	1439.5	2931	1639.5
PU06357	G067P03	11330	14244	18954.5	18059	39163	44861.5	33350.5	26465	11297	12246.5	17864	14112	41930	46954.5	59794	28675	16014	17709.5	14557.5	17464.5	35126.5	44866.5	30330.5	40688	15063.5	15164	30367.5	63347.5	39178.5	59815.5	18244	44447	18971	19286	48499.5	48760	42228	28847	35403.5	28238
PU06165	G066P88	4102.5	6841	7918.5	11652	32957.5	52328.5	29368	40437	5772	10810.5	8150.5	10813.5	37447.5	52625	42723	39874	9421.5	17677	6289.5	13117	33828	47395	30448.5	44992	8422	7573	38081	48178.5	50003	44899.5	26193.5	30641.5	11902	6727	46541	22575	40011	12020.5	37170.5	12858.5
PU06351	G066P34	1552	955	3180.5	1767.5	30679	18680	26399	5821.5	1891	1800	3124.5	2228.5	29653	18981.5	43216.5	5737.5	2792	5664	2040.5	4758.5	25678.5	43178.5	22211.5	37697.5	3152	6732.5	20810.5	64033	27242	62624	12911.5	46332	3779	1371.5	43062.5	3694	29857	1745	25355	1715.5
PU06159	G066P12	2545	4344.5	4171.5	5967.5	9274.5	22826.5	6596.5	16100.5	2667	4302.5	3587.5	4584.5	7615.5	18911	12652	21834	4278.5	4908.5	2335	3672.5	8717	6546.5	7324.5	5951	3253	2678	11835	3770	13564	3087	4699	1561	3756	3230	15610.5	842.5	7576.5	465.5	3894.5	377.5
PU06345	G065P26	79.5	159	518	558	863.5	1234	497	574.5	188	311.5	434.5	354.5	826.5	1145	1177.5	657.5	379.5	545.5	209.5	302	858	1086	628.5	924	442	454	948.5	2039.5	890	1419.5	451.5	1060.5	426	772	1144	2223	564	933	528	1104.5
PU06153	G065P17	149.5	135	464	423	2559.5	1013	1632.5	1132.5	150.5	174	388	165.5	2329.5	1102.5	3130.5	1148	376.5	751	192	531.5	2124.5	2584.5	1851	2318	432.5	953.5	2472	8510.5	2934.5	7408	1284.5	4734	250.5	265.5	3135.5	1717.5	1593	717	1344	909
PU06339	G064P50	150.5	272.5	592	670.5	452	9.5	200	17	296.5	333.5	432.5	269.5	350	89.5	594.5	56.5	501	605.5	353.5	463.5	357.5	48.5	226.5	22	489.5	570	495.5	1869.5	626.5	1628	209	842	599.5	929	641	2621.5	197.5	1003	246.5	1417.5
PU06147	G064P39	4480	5462	7905	7809	5795	9921	4546	7443	4606.5	5300	6836.5	5587	5772.5	10772.5	7747	7789	6673.5	6817	4879	5915	5332.5	8238	4784.5	7922.5	5727.5	4419	5925.5	5423	7584.5	5044.5	3149.5	2838.5	6452	6501.5	7563.5	9120	3823.5	4239.5	4113	5511.5
PU05993	UB65DPG09	2126.5	3014.5	3803.5	4196.5	840	281.5	699	243.5	2901	3522.5	2154.5	1720	1022	362	1284.5	244	3935.5	3984	2343	3019.5	846.5	574	859.5	641	2378.5	2754.5	600.5	3960.5	547.5	2663.5	300.5	2352.5	1973.5	2483	763.5	1025.5	486	475	776	835
PU05801	UB62BPG10	23847.5	31754	35854	39726	475.5	1208.5	380.5	1636.5	24467.5	26825.5	35688.5	29208.5	740.5	1701.5	722	1762	33501	31794.5	25818	29713	869	544	570	388.5	27355.5	26059.5	860	299.5	988.5	204.5	367.5	42	25928	31539.5	848	507	721.5	255	482.5	165.5
PU05987	UB65DPF05	20456	26049.5	33263	37343	1206	2177	987.5	1731.5	20506.5	22923	32671.5	26973	1365	2385	1853	1955.5	30080.5	28231.5	16214	25318.5	1463.5	1677.5	977.5	1300	24890.5	22782	1502.5	1646.5	1654.5	1378	833.5	864	22946.5	28395	1654.5	3609.5	1102.5	1824.5	920	1982
PU05795	UB62BPF11	7315	10083.5	11195	13450.5	294.5	658	274.5	1086	7891.5	8707.5	12190	9730	474	874.5	721.5	1463.5	12634	11401.5	6451	9927.5	432.5	373	283.5	272.5	9681	8475	528.5	198	726	157.5	187	37.5	7184	9055.5	745.5	944	368.5	424	283	369.5
PU05981	UB65DPE11	12301.5	17509	17460.5	23302	254.5	609	256.5	606	12723	15321.5	19684	17477	344	729.5	550	566.5	17472.5	20045	13046	17638.5	316	644.5	227.5	492.5	15780.5	14758	350.5	470	359.5	307.5	100	151	10698.5	14159	558	770.5	280.5	336	142.5	268
PU05789	UB62BPE07	1551.5	2383.5	2841	3892.5	1195	2063	904.5	1561.5	1980.5	2589.5	1832	1825	1369	2004	1797.5	1818	2904	3813	1826	2874	1212	1785	955	1484	2059.5	1769	1514	1428.5	1901.5	1220	778	695	2264	2618.5	1947	2659.5	1358	1207.5	1074	1157.5
PU05975	UB65DPD08	6994.5	8628	10613.5	9835	534.5	1047.5	302.5	708.5	6155.5	6048	10047	7760	415.5	787	699	908	8669.5	8216	8116.5	8826.5	451	410	291	300	9349.5	7076	666	654	809	570	127.5	166	8982	8615.5	690	1192	372	490	238.5	473.5
PU05783	UB62BPC11	3391.5	4604.5	5821.5	5866.5	53	236	9.5	64	3746.5	4104	2600.5	2360	21	238	84.5	116.5	4381.5	4905	3004.5	4132.5	8.5	96.5	7	49.5	2767.5	2670	49	69	39.5	23	0	0.5	3144.5	3569	92.5	73	30.5	48.5	0	27
PU05609	UB54BPA09	1385	2086	3589	3998.5	1666	3786.5	1013.5	2223	2243.5	2661.5	1837	1860	1562.5	3672	2197	2832	2739	3036	1918.5	2590.5	1540.5	2059.5	1175.5	1645.5	1938	1713.5	2048	808	2457.5	710.5	1017.5	409	1721.5	1894	2256	699	1016.5	291	1217	324.5
PU05417	UB53CPB05	539.5	797.5	1237	1357	388	1063	291.5	796	720	857	760.5	579.5	404.5	1128	498.5	800	1009.5	1206	695.5	954.5	364.5	471.5	328.5	473	842.5	778.5	369	130	408.5	82	98	5.5	847	995.5	559.5	289	198	143	154	93
PU05603	UB54BPA04	13392	18055.5	25687.5	26696	10589	7241.5	7666	9810	14847	16159	21631.5	18202.5	11330.5	8948.5	13218.5	10225	18435	21713	15301	20329	10452.5	14906.5	8012.5	12452	17960	18376.5	10441	25024.5	14033	23560	6685	15113.5	13902.5	16727.5	12703	13071	7387.5	6248.5	5964.5	6870
PU05411	UB53CPA10	0	6	0	0	0	5	0	16	0	6	0	0	0	0	0	32	0	2	0	3.5	0	1.5	0	8	0	5.5	3.5	18.5	0	0	0	0.5	0	62.5	0	17.5	0	9	0	0.5
PU05597	UB53CPH12	1033.5	1494	1627	2048	7068.5	12545.5	5226	6853	1307	1967.5	1566.5	1687.5	7743	13689.5	10482	8230	2052	3048	1262	2357.5	6803.5	11402	5341.5	9806	1482.5	1606	7646.5	9572	10112.5	8821	4301	4972	1700.5	1252	8442	2544	4940	1027.5	5503	1398.5
PU05405	UB53CPA06	611	968.5	1257	1520.5	461	771	350.5	1157.5	806.5	952.5	974.5	734	547.5	902.5	863	1496	1435	1477.5	800	1129.5	518.5	489	402	354.5	952.5	899.5	553	362	785	308	200	91.5	1048	1180.5	615	1104	324	442.5	403.5	573.5
PU05591	UB53CPH09	14157.5	17850.5	18772.5	22545	888.5	2144.5	612.5	1271.5	13994.5	14420	22539	17959.5	1022	2456.5	1359	1690.5	18604	17901.5	15229.5	18802	913.5	1001	683.5	844.5	17389	16062.5	1154	301	1436	293	566	140.5	18592	20693	1425.5	1844.5	684.5	852	642.5	876.5
PU05399	UB53CPA01	628.5	980	1295.5	1639.5	10.5	48.5	0	43.5	816	1029.5	1055	854.5	37.5	148	72	84.5	1442.5	1406	775	1081	0	36.5	0	11	979	900	28.5	64.5	41	41	0	1.5	1096.5	1272.5	84.5	459.5	22	180.5	0	187
PU05225	UB44DPE01	1537.5	2248.5	2826.5	3588.5	996.5	1393.5	709.5	3950.5	1492	1684	2757	2126.5	932.5	1353.5	1447	4676.5	2376	2708.5	1732	1996.5	886	348	878	560	2082	1800	919	129.5	1193.5	117	293.5	14.5	2494	2455	1398.5	352.5	691.5	174.5	482.5	106.5
PU05033	UB43DPB03	1090.5	1670	2053.5	2507	4531.5	9040.5	2965	6064	1289.5	1568	1693	1520	4220.5	8189	6879.5	7760.5	1747	2185	1282	1882	3997.5	5592.5	3690	5308.5	1471	1335.5	5049.5	5996.5	6390.5	4961.5	2322	2628.5	1620	1731.5	5556	4792.5	3470	2408.5	3014.5	2254
PU05219	UB44DPD04	685	1103.5	1394.5	1441	194	462.5	117	409	749.5	887	1017	763.5	155.5	431.5	374	670	1152	1366	838.5	1109	84	89	63	56.5	1019	779	240.5	170.5	310.5	138	5	18	1090.5	1139.5	278	802	140.5	285	84	305.5
PU05027	UB43DPA03	15570.5	19049	21910.5	22700.5	779.5	1246.5	531.5	962	12309	13964.5	18582.5	14984.5	724	1033	1126.5	1309.5	17654	17573.5	13067	16710.5	809	773	553.5	604	15923	13779.5	1004	1025	1161	780.5	342	383	11578	13168	1201	1766.5	553	791.5	502.5	811
PU05213	UB44DPC08	8872.5	10846	17180	16347.5	455.5	426.5	293.5	598	10435	9408.5	17795	12595.5	517.5	564.5	691.5	682	13464	11635.5	12254	13025.5	508	395	313.5	301	12628.5	10530.5	538.5	668	738	556	177.5	221.5	13601	13007.5	705.5	2828	414	1254	281.5	1323.5
PU05021	UB42BPH07	1601	2048	3666.5	3926	0	8	0	25.5	2444	2515	1913	1550.5	0	0.5	0	51.5	2726.5	2913	2057.5	2586.5	0	23.5	0	6.5	2075.5	1765.5	0	55.5	0	8.5	0	1.5	1900	2134.5	30.5	50.5	0	49.5	0	5.5
